,Text,Emotions
131,Statements like that can make anyone cry😢  #football #soccer #worldcup #worldcup2022 #qatar #qatar2022 #messi #lionelmessi #goat #footballmegaminds https://t.co/CHx3vgjqWV,['sadness']
132,Argentina to edge it 2-1. Calling it early. #WorldCup2022,"['approval', 'realization']"
133,"Predict the goalscorers for 🇦🇷 vs 🇫🇷.  

Use #turfpredictandwin in your predictions &amp; follow @turfdevices to qualify. I'll select 3 people to win free powerbanks &amp; bluetooth earbuds from @turfdevices.

Prediction entries close at 15:00GMT Sunday. 

Make we go! ⚽
#WorldCup2022 https://t.co/arJBjULS4a","['approval', 'caring', 'optimism']"
134,"Amazing giveaway from @The_NFTMarkets, who do you think will #ArgentinaVsFrance? #Winner Announced before Final!

- Follow @The_NFTMarkets
- Retweet 
- Comment #Argentina or #France 

$1,000 Giveaway! 🔥

#WorldCup2022 #QatarWorldCup2022 #QatarWorldCup https://t.co/kalMhRfFDo","['admiration', 'curiosity']"
135,They screaming missing he screaming on vacation at the #WorldCup2022 ✅😭😂#torylaneztrial https://t.co/Z3L4XiFVJe,"['annoyance', 'sadness']"
136,"Shall we drop this bomb bikini 🤩

#silver #bikini #jeep #yellow #boutique #saturday #smallbusinesssaturday #worldcup #worldcup2022 #argentina #morocco #soccer #fifa #fifaworldcup #france #sport @ New York, New York https://t.co/urpdRIp5MR",['curiosity']
137,"#CroatianAmerican 🇭🇷 🇺🇸#leadership author Albert Anthony talks to local media in #Zadar, #Croatia, commenting on national team winning bronze ⚽️🥉in #WorldCup2022 &amp; representing their nation &amp; flag with respect.  

🧐More from article in @zadarski_list:

https://t.co/9jgYXDk2kt https://t.co/GphtVFqCke","['approval', 'pride', 'realization']"
138,Upper 90 shot. Ooof. #WorldCup2022 https://t.co/lqbD23x3Px,"['embarrassment', 'surprise']"
139,"Most underrated player in the premier league. 

Don't @ me with that Mount is a better player then Hakim

#Ziyech #FIFAWorldCup #CROMAR  #WorldCup2022 https://t.co/4XElxXO0b0",['disapproval']
140,"Don't let your #WorldCup watch party get #Messi tomorrow. Let your guests know what goes where and print out your customized sign for tomorrow's final match ⚽. Items going in the recycling should be empty, clean and dry, and free of food and liquids! #WorldCup2022 #Qatar2022 https://t.co/wgQDJpF7LL",['caring']
141,"France!!!! 🇫🇷
#WorldCup2022",['relief']
142,For those who do not understand why we celebrate; better honest bronze than staged gold. #CroatiaVSMorocco #Croatia #WorldCup2022 #WorldcupQatar2022 #FIFAWorldCup https://t.co/nKPq59HbzY,['confusion']
143,"Flight for France 0800hrs tomorrow
#WorldCup2022 #France #StrictlyFinal https://t.co/L5e4N7h1eD",['approval']
144,"⚽️ WORLD CUP BETTING! ⚽️
FINAL MATCH TOMORROW!
💵 $250 Betting Bonus! 💵

Click Here: https://t.co/KpJjPwrm0D
Enter Code: 3XBOOST250

#SportsBetting #WorldCupBetting #WorldCupBets #SportsBets #WorldCup2022 https://t.co/RvM3RmPzci","['approval', 'excitement', 'joy']"
145,"Congratulations 🇭🇷⚽️🥉

#CROMAR
 #WorldCup2022 #WorldCup","['excitement', 'gratitude', 'joy']"
146,"If Messi no carry World Cup na to off data, off phone for like 2 weeks ni o….
#Messi𓃵 #FIFAWorldCup #WorldCup2022 #Messi #ArgentinaVsFrance",['disapproval']
147,"I can not even sleep thinking about tomorrow's match. I do not know how players manage this!
is #messi winning tbe #WorldCup2022 tomorrow?🙏","['confusion', 'curiosity']"
148,"⚔ MESSI vs MBAPPE in the Final!

Messi and Argentina will face off against Mbappe and France on the world stage!

Watch our preview and predictions here -&gt;  https://t.co/XJfvcxcbqD

#WorldCup2022 #worldCup #FIFAWorldCup","['approval', 'excitement']"
149,"Congratulations to the #Croatia teem for winning 3rd place 🎉. 🥉
#WorldCup2022 https://t.co/li1Qq8uBYY","['excitement', 'gratitude', 'joy']"
150,"Prophecy
#WorldCup2022 https://t.co/6yjwjI5hMd","['confusion', 'realization']"
151,"#ARG vs #FRA  Last Dance for #Messi𓃵  at #WorldCup2022, like ♡ and Remember the day 18/12/2022 hopefully 🙏 ends well for such legend. https://t.co/YofRDcr7g1",['optimism']
152,"#MelbDerby showed once again that soccer fans are ruining the sport. The word ""passionate "" gets used all the time as an excuse, well that's bullshit.
Odds on that the loser of the #WorldCup2022 will riot in the streets also !","['anger', 'annoyance', 'disapproval']"
153,15/1 betbuilder for the big one tomorrow. Both players will start. Argentina to rough France up alvarez to run riot! #WorldCup2022 #bettingtips https://t.co/1wSlY9TSIM,['excitement']
154,"#WorldCup2022 Final; a systematically simple game, but complex in two specific moments; 🇫🇷🇦🇷⚽️","['approval', 'realization']"
155,"I left journalism many years ago in disgust with the profession. Now, after graduate theological studies &amp; PhD work in religions, I'm still surprised at how terrible journalists are at covering religion.

https://t.co/fG5BTmFz2y

#religiousstudies #WorldCup2022 #islamicstudies","['anger', 'disgust']"
156,@PatGrant7777 @RoadBrook @figstreetstudio @insaurraldeh @Saori__M @MariadeliaSofia @ElisaElisa110 @perolanegrant @Chrissy_Clarke @Cathhewat123 @SPOFarrell3 @PetalsTm @kami8080801 @CordonRoma @MarkBird17 @SpiritRider1 @sherrig108 @srone82 @MQuigley1963 @DrJeffersnBoggs @A_J_Christ @Princess3Rina @AntonCountrySup @Angel_Stockler @EdHarrisMusic @TwiterHero @michaelbathurst @witchhusband Thx 🙏🏻 photo of the day #Croatia #QatarWorldCup #Qatar2022 #WorldCup2022 #FIFAWorldCupQatar2022 #MoroccovsCroatia 2 great and history making teams  ⚽️🕊🕊⚽️ https://t.co/TqCZWB8Otj,['gratitude']
157,Bound Kyle #世界杯 Willa #WorldCup2022 Timothy https://t.co/gD4zOzeIw3,['confusion']
158,Don’t forget the big game tomorrow #WorldCup2022 Final can be viewed at #Wolfies Have breakfast and some drinks while enjoying #ArgentinaVsFrance https://t.co/D8x24e0zd7,"['caring', 'joy']"
159,Croatia vs. Morocco Highlights | 2022 FIFA World Cup | Third Place Game - https://t.co/ytO9S7hswP - #football #soccer #WorldCup2022 - 🇭🇷⚽️⚽️🇲🇦,['confusion']
160,Stonebwoy taking Ghana to the world chale! https://t.co/ercXCIhm9D 🔥🔥 #WorldCup2022,['excitement']
161,"Betting has never been better With Coral

1. New Customers
2. Place £€5 bet on any market
3. Free bets paid as 4x £€5
Coral Link Below
https://t.co/1Di5RX1wid

.
18+T&amp;Cs GambleAwear
#Offers #bet #FIFAWorldCup 
#sportsbetting #WorldCup2022 #gamblingtwitter
#HorseRacing #Ad.- https://t.co/cpWBhHLEpn","['approval', 'realization']"
162,"Tried avoiding more than 3 players from a team (arg/fra)
Some players just too good they are in every team
Couple players really good but missed 2 or more games

6 teams (polls ⬇️)

#WorldCup #WorldCup2022 https://t.co/RU6ceyh4nh",['admiration']
163,"You made us proud, you lifted us, you won the hearts of the world and you made us feel seen. 
Congratulations team #Morocco 
#FIFAWorldCupQatar2022 #WorldCup2022 https://t.co/hnuxpitLst","['excitement', 'pride']"
164,"Qatar national day!!!!
It celebrates the rise of Sheikh Jassem as the father and founder of Qatar. It is a day for the people of Qatar to celebrate the rebirth of their country. 
And Argentina 🇦🇷 vs France 🇨🇵
#QatarNationalDay 
#WorldCup2022 
#FIFAWorldCup https://t.co/tuSttshEUI","['excitement', 'joy']"
165,"It's the last day, the last game... 
Who will win the #WorldCup ?
#Argentina or #France ?
#ArgentinaVsFrance 
#WorldCup2022","['confusion', 'curiosity']"
166,"Croatia 🇭🇷 Croatia 🇭🇷 Croatia 🇭🇷 
 @HNS_CFF what a fantastic achievement in the 2022 World Cup. Every Player stood up &amp; displayed Hrvatski spirit never more so than the forever young @lukamodric10 #Vatreni🇭🇷 #WorldCup2022 #Modric #Croatia https://t.co/jJ1jmaX4uS",['admiration']
167,The Atlas Lions were not defeated. They won all Arabs hearts &amp; minds. That’s a victory ❤️🇲🇦#Morocco #WorldCup2022 #AtlasLions @SiMo_Methqal https://t.co/pq4TgItO33,"['admiration', 'excitement', 'pride']"
168,Maybe he still has fond memories of his early playing days?⁦⁩ What say you ⁦@ChicagoFire⁩? 🔥🔥🔥 #cf97 #vamosfire #worldcup2022 https://t.co/syqLgnrFQY,"['confusion', 'curiosity']"
169,"@amitttrmfc MBAPPE SCORES. AGAIN. ⭐️

1-4 for Bleus! 

#ARGxFR #WorldCup2022",['excitement']
170,"Messi or Mbappe
Argentina or France

Who is your pick?
Trust me I am already feeling the heat over here.

Tell me who your pick is and why?
#FIFAWorldCup #ArgentinaVsFrance #WorldCup2022 #DavidoQatar2022 https://t.co/ASJ5j7ZZFd","['approval', 'curiosity']"
171,"Congratulations to the #Croatia team for winning 3rd place. 🥉
#WorldCup2022 https://t.co/djPe7AZKi2","['excitement', 'gratitude']"
172,"I'm one of those Americans who have been following the World Cup on #TikTok. So I will be up tomorrow morning at 9:00 a.m. to watch the final.

#WorldCup2022
#WorldCup","['approval', 'excitement', 'pride']"
173,"Our martyrs are moons, not numbers
 The two martyrs, Muhammed and Muhannad Mutair, were run over by a hateful settler.May God have mercy on them and grant patience to their families, and may God curse the occupation and its settlers #WorldCup2022 #FreePalestine #IsraeliTerrorism https://t.co/ojcX44Y59G","['anger', 'grief']"
174,"It's so beautiful and sensational the World cup vibes with the Christmas environment and music 🥰❤️.
#christmas2022 #WorldCup2022","['admiration', 'excitement', 'joy', 'love']"
175,"Nothing can stop soldiers from fighting for their warrior! They can use even the last of their breath just to win for him.
#argentina
#worldcup2022
#Messi
#TheGoat https://t.co/QYI5ZQ1Ep2",['approval']
176,"I’m going to @crossandnodFT’s upcoming Space. Will you join too?
#WorldCup2022

https://t.co/t01rvYysJJ","['confusion', 'curiosity']"
177,"Lets Bid on #ArgentinaVsFrance . for the #WorldcupQatar2022 #WorldCup2022 

Link  👇👇👇👇👇👇👇👇

https://t.co/bjmrBx0TAH

#NFTs #NFTCommmunity #NFTCollection #NFTartist https://t.co/nGJ5bc8FSV","['approval', 'desire', 'excitement']"
178,"This was serious offence by Abiyahmedali in August 26 few months ago  . #TigrayGenocide 
Ethiopian authorities seems in a new offence. Did @POTUS gave them to continue the genocide because they time to watch the #WorldCup2022 while genocide continues.@SecBlinken 
@washingtonpost https://t.co/4ReBEK8Fv7","['anger', 'annoyance']"
179,Bound Kyle #世界杯 Willa #WorldCup2022 Timothy https://t.co/ju49bPncUD,['confusion']
180,"Relationship is Work and Work and work again.

You want to see it work, then get to work.

#relationshipgoals 
#WorldCup 
#WorldCup2022 https://t.co/XaqHTKVBz5","['approval', 'caring', 'desire']"
181,"Prediction for tomorrows game? @elonmusk 

#WorldCup2022","['confusion', 'curiosity']"
182,"✍🏽 Mpumalanga Ke #Dezember Let's Make Money 🇿🇦💵🏧 Betway Squad

Retweet, Follow Me &amp; Also Check Tickets On Our 0790679950 WhatsApp Group ⚽🏀🎾

#betwaycodes
#WorldCup2022
#Stage6
#Loadshedding 
#CROMAR 
#Strictly 
#UFCVegas66 
#Tembisa
#Limpopo 
#GiantsOfTheCity 
#Ukungenwa https://t.co/xy2g85VV9i","['desire', 'excitement']"
183,Twitter world:  Looking for a good place to watch the #WorldCup2022 tomorrow in New Orleans. Preferably somewhere between Magazine Street and the Dome. Any suggestions??,"['confusion', 'curiosity']"
184,@catturd2 #WorldCup2022 final,[]
185,"✍🏽 Mpumalanga Ke #Dezember Let's Make Money 🇿🇦💵🏧 Betway Squad

Retweet, Follow Me &amp; Also Check Tickets On Our 0790679950 WhatsApp Group ⚽🏀🎾

#betwaycodes
#WorldCup2022
#Stage6
#Loadshedding 
#CROMAR 
#Strictly 
#ANC55NC 
#FIFAWorldCup 
#Limpopo 
#GiantsOfTheCity 
#Ukungenwa https://t.co/AyWossu3ln","['desire', 'excitement']"
186,"Haiti: the Jeremie test did not go well. The people stood shoulder to shoulder to say, NO, they do not need any medications for cholera (see the local interview I shared earlier). After the #WorldCup2022 tomorrow, expect the intensity to continue with the sudden gang problems.","['disappointment', 'disapproval']"
187,"🚨 FIFA Final Watch Party 🚨

Everything comes to an end, but we are just starting! 

🏆 Watch with us the #WorldCup2022 Final ⚽

📍 Sunday Dec 18 3:00 PM UTC on our #discord.

👇 Link below 👇 https://t.co/18rHvLZcPf","['excitement', 'joy']"
188,"Who's gonna win tomorrow?

#qatar2022 #France #Argentina #ArgentinaVsFrance #cartoon #mundial2022 #digitalart #digital #ngmotion #WorldCup2022 https://t.co/yUh8IMGSB3","['confusion', 'curiosity']"
189,"Atlanta folks, where is the best spot to watch the Argentina vs France final tomorrow? #WorldCup2022 ⚽️","['confusion', 'curiosity']"
190,"✍🏽 Mpumalanga Ke #Dezember Let's Make Money 🇿🇦💵🏧 Betway Squad

Retweet, Follow Me And Also Check Tickets On Our 0790679950 WhatsApp Group ⚽🏀🎾

#betwaycodes
#WorldCup2022
#Stage6
#Loadshedding 
#CROMAR 
#Strictly 
#ANC55NC 
#FIFAWorldCup 
#Limpopo 
#Ostufuza https://t.co/c3vnr7KWWj","['desire', 'excitement']"
191,I have a feeling that Messi won’t win the #WorldCup2022,"['disappointment', 'disapproval']"
192,"#WorldCup2022 
#WorldcupQatar2022 
Tomorrow inshllah with the WorldCup ✨ https://t.co/OFhg3Vli4h",['confusion']
193,"We have Argentina World Cup 2022 jerseys, both home and away in all sizes for adults and youth.  Available in all 3 of our Los Angeles area locations.
Panorama City-8430 Van Nuys Blvd.
LA-458 S. Alameda St.
LA-3974 1/2 S. Figueroa St.

https://t.co/iv7Vf1WRCC

#WorldCup2022 https://t.co/whsDRykBTn","['approval', 'excitement', 'joy', 'pride']"
194,"Ummm, what? 😳🤩 #WorldCup #FIFAWorldCup #WorldCup2022 #FIFAWorldCupQatar2022 #Messi https://t.co/i3tEDcvjdB","['confusion', 'curiosity', 'surprise']"
195,"#WorldCup #Morocco  #CroatiaVSMorocco  #referee #FIFAWorldCup #WorldCup2022 

After seeing how the 🇲🇦 player behaved towards the referee, if I would be him, I would not give 🇭🇷 the deserved penalty shoot, cos their physicals outbursts and confrontation.
Very disappointing.",['disapproval']
196,"Messi Day 🐐🇦🇷🇦🇷

#الارجنتين_فرنسا #قطر2022 #WorldCup2022 #كأس_العالم_2022_قطر https://t.co/YApZuq0Me2",['confusion']
197,"""The Battle for the Win""

[ #graphicdesign | #worldcup2022 | #Messi | #Mbappe ] https://t.co/u9qAy6PCFr","['approval', 'excitement', 'realization']"
198,"Information is money

LebaneseTips Podcast
First Half 2 - 1
8.50 odds
Mentioned danger of no goal 2nd half
World Cup Qatar 2022
https://t.co/Hcjc44hAIt
#lebanesetips #brtishlebanese #horseracing #football #FIFAWorldCupQatar2022 #FIFAWorldCup2022  #WorldcupQatar2022  #WorldCup2022 https://t.co/GRkXJrsGbv",['confusion']
199,"Croatia finish third at World Cup after Mislav Orsic’s winner against Morocco
#المونديال #كرواتيا_المغرب
#WorldCup2022 #CROMAR https://t.co/bzzMLivM6D","['embarrassment', 'excitement', 'pride', 'surprise']"
200,"#FIFAWorldCup  #WorldCup2022 #WorldcupQatar2022 #FrancevsArgentina 

Who is on the field? https://t.co/h1634qxoMQ","['confusion', 'curiosity']"
201,"For the past seven years, #TeamDiversified has offered remote monitoring event support, and more for the largest screen in Times Square. 

The display recently provided #WorldCup2022 fans with a livestream of the US vs. England match: https://t.co/XeRWP0ESj6 

#DigitalSignage",['approval']
202,"FIFA World cup QATAR 2022🇶🇦
#worldcup2022 #qatar2022 https://t.co/xXrj6QQx7D",['approval']
203,"This week we discuss what's going on with sports, including just how long does the #WorldCup2022 take, plus so much more

#PodernFamily #Podnation 

https://t.co/E8xUWiNAy9","['confusion', 'curiosity']"
204,"The final isn’t a farewell happy hour retirement cocktail party for Messi. We don’t care he should win it. So is Platini, Eusebio, Ronaldo or Baggio. #allezlesbleus #WorldCup2022 🇫🇷🏆🇫🇷🏆⭐️⭐️","['disapproval', 'joy']"
205,"#ArgentinaVsFrance #breaking #WorldCup2022  #BadNews -#GoodNews  from @RTVQuiz Show

@RTVGuelph @RtvLondon @Rogerstv20 @rogersottawa22 @FIFAWorldCup @TSN_Sports @Sportsnet @CityNewsKIT @CityNewsTO https://t.co/m98zzoCbQE",['relief']
206,One of the best stories of #WorldCup2022 🙌🙌🙌 https://t.co/Vx0iDMzQsS,"['admiration', 'confusion']"
207,"Winner ? 🏆 🥇 
Argentina 🇦🇷  🇫🇷 France 
#FIFAWorldCup #WorldCup #WorldCup2022 #Argentina #France #Mbappe #Messi","['confusion', 'curiosity', 'excitement']"
208,"Scoreline Predictions:

World Cup Final

Argentina vs France

Remember that we will be giving away radio sets for predicting the winner of the World Cup
#worldcup #worldcup2022 #france #qatar #morocco #canada #croatia  #senegal #poland #brazil #argentina #ArgentinaVsFrance #messi https://t.co/pygZjW9QGc","['excitement', 'joy', 'optimism', 'pride', 'realization']"
209,Well done Croatia 🇭🇷 superstars. #WorldCup2022,"['admiration', 'gratitude']"
210,"Boyle World Cup Final
Argentina v France

Pick Offer +Bet £10 Get £20
1. Argentina Win BTTS &amp; Messi to score First @ 16/1
https://t.co/h3JmrCr55S

2. France Win BTTS &amp; Mbappe to score first @ 18/1
https://t.co/fUjhCMF6yc
.
18+T&amp;Cs GambleAwear
#WorldCup2022 #ARGFRA #ARG #FRA.0 https://t.co/Mz7UD47oPC","['confusion', 'excitement', 'pride', 'surprise']"
211,I’m gonna go out on a limb and pick France. Nobody is picking France. #worldcup #worldcup2022 #ARGFRA,['approval']
212,"Alrgentina🇦🇷
France🇫🇷 

#final 
#WorldCup2022 https://t.co/eF7j4jhpex",['approval']
